Sequence id,Sequence Description,gene_KO_number,organism id
0,>AT1G51370.2 | Symbols:  | F-box/RNI-like/FBD-like domains-containing protein | chr1:19045615-19046748 FORWARD LENGTH=346,N.A.,ath:AT1G51370
209,>AT1G74840.1 | Symbols:  | Homeodomain-like superfamily protein | chr1:28116201-28117317 REVERSE LENGTH=265,N.A.,eus:EUTSA_v10008346mg
209,>AT1G74840.1 | Symbols:  | Homeodomain-like superfamily protein | chr1:28116201-28117317 REVERSE LENGTH=265,N.A.,brp:103852923
209,>AT1G74840.1 | Symbols:  | Homeodomain-like superfamily protein | chr1:28116201-28117317 REVERSE LENGTH=265,N.A.,aly:ARALYDRAFT_472123
209,>AT1G74840.1 | Symbols:  | Homeodomain-like superfamily protein | chr1:28116201-28117317 REVERSE LENGTH=265,N.A.,ath:AT1G19000
209,>AT1G74840.1 | Symbols:  | Homeodomain-like superfamily protein | chr1:28116201-28117317 REVERSE LENGTH=265,N.A.,brp:103842669
210,>AT1G51140.1 | Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943802-18945613 REVERSE LENGTH=379,N.A.,ath:AT1G51140
210,>AT1G51140.1 | Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943802-18945613 REVERSE LENGTH=379,N.A.,aly:ARALYDRAFT_474229
210,>AT1G51140.1 | Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943802-18945613 REVERSE LENGTH=379,N.A.,crb:CARUB_v10009458mg
210,>AT1G51140.1 | Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943802-18945613 REVERSE LENGTH=379,N.A.,eus:EUTSA_v10011463mg
210,>AT1G51140.1 | Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943802-18945613 REVERSE LENGTH=379,N.A.,brp:103871298
210,>AT1G51140.1 | Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943802-18945613 REVERSE LENGTH=379,N.A.,gmx:100789855
210,>AT1G51140.1 | Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943802-18945613 REVERSE LENGTH=379,N.A.,jcu:105650469
210,>AT1G51140.1 | Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943802-18945613 REVERSE LENGTH=379,N.A.,gmx:100803833
210,>AT1G51140.1 | Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943802-18945613 REVERSE LENGTH=379,N.A.,rcu:RCOM_1577230
210,>AT1G51140.1 | Symbols:  | basic helix-loop-helix (bHLH) DNA-binding superfamily protein | chr1:18943802-18945613 REVERSE LENGTH=379,N.A.,cam:101497651
211,>AT1G43850.1 | Symbols: SEU | SEUSS transcriptional co-regulator | chr1:16617872-16621596 FORWARD LENGTH=877,N.A.,ath:AT1G43850
211,>AT1G43850.1 | Symbols: SEU | SEUSS transcriptional co-regulator | chr1:16617872-16621596 FORWARD LENGTH=877,N.A.,aly:ARALYDRAFT_891365
211,>AT1G43850.1 | Symbols: SEU | SEUSS transcriptional co-regulator | chr1:16617872-16621596 FORWARD LENGTH=877,N.A.,crb:CARUB_v10011788mg
211,>AT1G43850.1 | Symbols: SEU | SEUSS transcriptional co-regulator | chr1:16617872-16621596 FORWARD LENGTH=877,N.A.,eus:EUTSA_v10011234mg
211,>AT1G43850.1 | Symbols: SEU | SEUSS transcriptional co-regulator | chr1:16617872-16621596 FORWARD LENGTH=877,N.A.,brp:103868738
211,>AT1G43850.1 | Symbols: SEU | SEUSS transcriptional co-regulator | chr1:16617872-16621596 FORWARD LENGTH=877,N.A.,brp:103847707
211,>AT1G43850.1 | Symbols: SEU | SEUSS transcriptional co-regulator | chr1:16617872-16621596 FORWARD LENGTH=877,N.A.,tcc:TCM_035392
211,>AT1G43850.1 | Symbols: SEU | SEUSS transcriptional co-regulator | chr1:16617872-16621596 FORWARD LENGTH=877,N.A.,pop:POPTR_0002s07380g
211,>AT1G43850.1 | Symbols: SEU | SEUSS transcriptional co-regulator | chr1:16617872-16621596 FORWARD LENGTH=877,N.A.,rcu:RCOM_0559370
211,>AT1G43850.1 | Symbols: SEU | SEUSS transcriptional co-regulator | chr1:16617872-16621596 FORWARD LENGTH=877,N.A.,sly:101244778
212,>AT1G09550.1 | Symbols:  | Pectinacetylesterase family protein | chr1:3089733-3092254 REVERSE LENGTH=388,N.A.,ath:AT1G09550
212,>AT1G09550.1 | Symbols:  | Pectinacetylesterase family protein | chr1:3089733-3092254 REVERSE LENGTH=388,N.A.,aly:ARALYDRAFT_311997
212,>AT1G09550.1 | Symbols:  | Pectinacetylesterase family protein | chr1:3089733-3092254 REVERSE LENGTH=388,N.A.,crb:CARUB_v10011324mg
212,>AT1G09550.1 | Symbols:  | Pectinacetylesterase family protein | chr1:3089733-3092254 REVERSE LENGTH=388,N.A.,brp:103836327
212,>AT1G09550.1 | Symbols:  | Pectinacetylesterase family protein | chr1:3089733-3092254 REVERSE LENGTH=388,N.A.,ath:AT1G57590
212,>AT1G09550.1 | Symbols:  | Pectinacetylesterase family protein | chr1:3089733-3092254 REVERSE LENGTH=388,N.A.,aly:ARALYDRAFT_474842
212,>AT1G09550.1 | Symbols:  | Pectinacetylesterase family protein | chr1:3089733-3092254 REVERSE LENGTH=388,N.A.,eus:EUTSA_v10023485mg
212,>AT1G09550.1 | Symbols:  | Pectinacetylesterase family protein | chr1:3089733-3092254 REVERSE LENGTH=388,N.A.,brp:103838663
212,>AT1G09550.1 | Symbols:  | Pectinacetylesterase family protein | chr1:3089733-3092254 REVERSE LENGTH=388,N.A.,cic:CICLE_v10028674mg
212,>AT1G09550.1 | Symbols:  | Pectinacetylesterase family protein | chr1:3089733-3092254 REVERSE LENGTH=388,N.A.,cit:102619995
213,>AT1G51150.1 | Symbols: DegP6 | DegP protease 6 | chr1:18948370-18949290 REVERSE LENGTH=219,N.A.,ath:AT1G51150
213,>AT1G51150.1 | Symbols: DegP6 | DegP protease 6 | chr1:18948370-18949290 REVERSE LENGTH=219,N.A.,aly:ARALYDRAFT_685093
213,>AT1G51150.1 | Symbols: DegP6 | DegP protease 6 | chr1:18948370-18949290 REVERSE LENGTH=219,N.A.,crb:CARUB_v10028106mg
213,>AT1G51150.1 | Symbols: DegP6 | DegP protease 6 | chr1:18948370-18949290 REVERSE LENGTH=219,N.A.,aly:ARALYDRAFT_357728
213,>AT1G51150.1 | Symbols: DegP6 | DegP protease 6 | chr1:18948370-18949290 REVERSE LENGTH=219,N.A.,ath:AT5G54745
213,>AT1G51150.1 | Symbols: DegP6 | DegP protease 6 | chr1:18948370-18949290 REVERSE LENGTH=219,N.A.,aly:ARALYDRAFT_675928
213,>AT1G51150.1 | Symbols: DegP6 | DegP protease 6 | chr1:18948370-18949290 REVERSE LENGTH=219,N.A.,aly:ARALYDRAFT_315601
213,>AT1G51150.1 | Symbols: DegP6 | DegP protease 6 | chr1:18948370-18949290 REVERSE LENGTH=219,N.A.,brp:103831064
213,>AT1G51150.1 | Symbols: DegP6 | DegP protease 6 | chr1:18948370-18949290 REVERSE LENGTH=219,N.A.,zma:100274250
213,>AT1G51150.1 | Symbols: DegP6 | DegP protease 6 | chr1:18948370-18949290 REVERSE LENGTH=219,N.A.,dosa:Os05t0417100-01
214,>AT1G09640.1 | Symbols:  | Translation elongation factor EF1B- gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414,K03233,aly:ARALYDRAFT_471063
214,>AT1G09640.1 | Symbols:  | Translation elongation factor EF1B- gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414,K03233,crb:CARUB_v10009284mg
214,>AT1G09640.1 | Symbols:  | Translation elongation factor EF1B- gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414,K03233,eus:EUTSA_v10023493mg
214,>AT1G09640.1 | Symbols:  | Translation elongation factor EF1B- gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414,K03233,brp:103836321
214,>AT1G09640.1 | Symbols:  | Translation elongation factor EF1B- gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414,K03233,aly:ARALYDRAFT_474857
214,>AT1G09640.1 | Symbols:  | Translation elongation factor EF1B- gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414,K03233,ath:AT1G57720
214,>AT1G09640.1 | Symbols:  | Translation elongation factor EF1B- gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414,K03233,brp:103871738
214,>AT1G09640.1 | Symbols:  | Translation elongation factor EF1B- gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414,K03233,eus:EUTSA_v10007759mg
214,>AT1G09640.1 | Symbols:  | Translation elongation factor EF1B- gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414,K03233,brp:103843341
214,>AT1G09640.1 | Symbols:  | Translation elongation factor EF1B- gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414,K03233,crb:CARUB_v10020374mg
215,>AT1G10920.1 | Symbols: LOV1 | NB-ARC domain-containing disease resistance protein | chr1:3644587-3647004 REVERSE LENGTH=727,N.A.,ath:AT1G10920
215,>AT1G10920.1 | Symbols: LOV1 | NB-ARC domain-containing disease resistance protein | chr1:3644587-3647004 REVERSE LENGTH=727,N.A.,crb:CARUB_v10008215mg
215,>AT1G10920.1 | Symbols: LOV1 | NB-ARC domain-containing disease resistance protein | chr1:3644587-3647004 REVERSE LENGTH=727,N.A.,aly:ARALYDRAFT_678772
215,>AT1G10920.1 | Symbols: LOV1 | NB-ARC domain-containing disease resistance protein | chr1:3644587-3647004 REVERSE LENGTH=727,N.A.,aly:ARALYDRAFT_892371
215,>AT1G10920.1 | Symbols: LOV1 | NB-ARC domain-containing disease resistance protein | chr1:3644587-3647004 REVERSE LENGTH=727,N.A.,ath:AT5G48620
215,>AT1G10920.1 | Symbols: LOV1 | NB-ARC domain-containing disease resistance protein | chr1:3644587-3647004 REVERSE LENGTH=727,N.A.,ath:AT1G53350
215,>AT1G10920.1 | Symbols: LOV1 | NB-ARC domain-containing disease resistance protein | chr1:3644587-3647004 REVERSE LENGTH=727,N.A.,crb:CARUB_v10025854mg
215,>AT1G10920.1 | Symbols: LOV1 | NB-ARC domain-containing disease resistance protein | chr1:3644587-3647004 REVERSE LENGTH=727,N.A.,ath:AT5G43470
215,>AT1G10920.1 | Symbols: LOV1 | NB-ARC domain-containing disease resistance protein | chr1:3644587-3647004 REVERSE LENGTH=727,N.A.,ath:AT5G35450
215,>AT1G10920.1 | Symbols: LOV1 | NB-ARC domain-containing disease resistance protein | chr1:3644587-3647004 REVERSE LENGTH=727,N.A.,aly:ARALYDRAFT_494924
216,>AT1G09540.1 | Symbols: MYB61- ATMYB61 | myb domain protein 61 | chr1:3086333-3087689 FORWARD LENGTH=366,K09422,ath:AT1G09540
216,>AT1G09540.1 | Symbols: MYB61- ATMYB61 | myb domain protein 61 | chr1:3086333-3087689 FORWARD LENGTH=366,K09422,aly:ARALYDRAFT_888197
216,>AT1G09540.1 | Symbols: MYB61- ATMYB61 | myb domain protein 61 | chr1:3086333-3087689 FORWARD LENGTH=366,K09422,crb:CARUB_v10009497mg
216,>AT1G09540.1 | Symbols: MYB61- ATMYB61 | myb domain protein 61 | chr1:3086333-3087689 FORWARD LENGTH=366,K09422,eus:EUTSA_v10008000mg
216,>AT1G09540.1 | Symbols: MYB61- ATMYB61 | myb domain protein 61 | chr1:3086333-3087689 FORWARD LENGTH=366,K09422,brp:103836328
216,>AT1G09540.1 | Symbols: MYB61- ATMYB61 | myb domain protein 61 | chr1:3086333-3087689 FORWARD LENGTH=366,K09422,brp:103871726
216,>AT1G09540.1 | Symbols: MYB61- ATMYB61 | myb domain protein 61 | chr1:3086333-3087689 FORWARD LENGTH=366,K09422,brp:103843348
216,>AT1G09540.1 | Symbols: MYB61- ATMYB61 | myb domain protein 61 | chr1:3086333-3087689 FORWARD LENGTH=366,K09422,pop:POPTR_0013s00290g
216,>AT1G09540.1 | Symbols: MYB61- ATMYB61 | myb domain protein 61 | chr1:3086333-3087689 FORWARD LENGTH=366,K09422,eus:EUTSA_v10023601mg
216,>AT1G09540.1 | Symbols: MYB61- ATMYB61 | myb domain protein 61 | chr1:3086333-3087689 FORWARD LENGTH=366,K09422,pop:POPTR_0005s00340g
217,>AT1G71015.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01340.1); Has 85 Blast hits to 85 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26789389-26790061 REVERSE LENGTH=195,N.A.,ath:AT1G71015
217,>AT1G71015.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01340.1); Has 85 Blast hits to 85 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26789389-26790061 REVERSE LENGTH=195,N.A.,aly:ARALYDRAFT_894932
217,>AT1G71015.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01340.1); Has 85 Blast hits to 85 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26789389-26790061 REVERSE LENGTH=195,N.A.,crb:CARUB_v10020986mg
217,>AT1G71015.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01340.1); Has 85 Blast hits to 85 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26789389-26790061 REVERSE LENGTH=195,N.A.,eus:EUTSA_v10019172mg
217,>AT1G71015.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01340.1); Has 85 Blast hits to 85 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26789389-26790061 REVERSE LENGTH=195,N.A.,brp:103831632
217,>AT1G71015.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01340.1); Has 85 Blast hits to 85 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26789389-26790061 REVERSE LENGTH=195,N.A.,brp:103852696
217,>AT1G71015.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01340.1); Has 85 Blast hits to 85 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26789389-26790061 REVERSE LENGTH=195,N.A.,pop:POPTR_0008s12770g
217,>AT1G71015.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01340.1); Has 85 Blast hits to 85 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26789389-26790061 REVERSE LENGTH=195,N.A.,pop:POPTR_0010s12400g
217,>AT1G71015.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01340.1); Has 85 Blast hits to 85 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26789389-26790061 REVERSE LENGTH=195,N.A.,pmum:103341583
217,>AT1G71015.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01340.1); Has 85 Blast hits to 85 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 85; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:26789389-26790061 REVERSE LENGTH=195,N.A.,rcu:RCOM_0842320
218,>AT1G09630.1 | Symbols: ATRAB11C- ATRABA2A- ATRAB-A2A- RAB-A2A- RAB11c | RAB GTPase 11C | chr1:3118350-3119571 REVERSE LENGTH=217,K07904,ath:AT1G09630
218,>AT1G09630.1 | Symbols: ATRAB11C- ATRABA2A- ATRAB-A2A- RAB-A2A- RAB11c | RAB GTPase 11C | chr1:3118350-3119571 REVERSE LENGTH=217,K07904,crb:CARUB_v10010267mg
218,>AT1G09630.1 | Symbols: ATRAB11C- ATRABA2A- ATRAB-A2A- RAB-A2A- RAB11c | RAB GTPase 11C | chr1:3118350-3119571 REVERSE LENGTH=217,K07904,aly:ARALYDRAFT_888208
218,>AT1G09630.1 | Symbols: ATRAB11C- ATRABA2A- ATRAB-A2A- RAB-A2A- RAB11c | RAB GTPase 11C | chr1:3118350-3119571 REVERSE LENGTH=217,K07904,zma:100280860
218,>AT1G09630.1 | Symbols: ATRAB11C- ATRABA2A- ATRAB-A2A- RAB-A2A- RAB11c | RAB GTPase 11C | chr1:3118350-3119571 REVERSE LENGTH=217,K07904,brp:103871737
218,>AT1G09630.1 | Symbols: ATRAB11C- ATRABA2A- ATRAB-A2A- RAB-A2A- RAB11c | RAB GTPase 11C | chr1:3118350-3119571 REVERSE LENGTH=217,K07904,eus:EUTSA_v10008742mg
218,>AT1G09630.1 | Symbols: ATRAB11C- ATRABA2A- ATRAB-A2A- RAB-A2A- RAB11c | RAB GTPase 11C | chr1:3118350-3119571 REVERSE LENGTH=217,K07904,cit:102612243
218,>AT1G09630.1 | Symbols: ATRAB11C- ATRABA2A- ATRAB-A2A- RAB-A2A- RAB11c | RAB GTPase 11C | chr1:3118350-3119571 REVERSE LENGTH=217,K07904,pmum:103318993
218,>AT1G09630.1 | Symbols: ATRAB11C- ATRABA2A- ATRAB-A2A- RAB-A2A- RAB11c | RAB GTPase 11C | chr1:3118350-3119571 REVERSE LENGTH=217,K07904,pper:PRUPE_ppa011290mg
218,>AT1G09630.1 | Symbols: ATRAB11C- ATRABA2A- ATRAB-A2A- RAB-A2A- RAB11c | RAB GTPase 11C | chr1:3118350-3119571 REVERSE LENGTH=217,K07904,jcu:105629683
219,>AT1G77400.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF688 (InterPro:IPR007789); BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G21695.1); Has 328 Blast hits to 314 proteins in 61 species: Archae - 0; Bacteria - 12; Metazoa - 130; Fungi - 28; Plants - 92; Viruses - 10; Other Eukaryotes - 56 (source: NCBI BLink). | chr1:29085881-29086579 FORWARD LENGTH=232,N.A.,ath:AT1G77400
219,>AT1G77400.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF688 (InterPro:IPR007789); BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G21695.1); Has 328 Blast hits to 314 proteins in 61 species: Archae - 0; Bacteria - 12; Metazoa - 130; Fungi - 28; Plants - 92; Viruses - 10; Other Eukaryotes - 56 (source: NCBI BLink). | chr1:29085881-29086579 FORWARD LENGTH=232,N.A.,aly:ARALYDRAFT_476904
219,>AT1G77400.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF688 (InterPro:IPR007789); BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G21695.1); Has 328 Blast hits to 314 proteins in 61 species: Archae - 0; Bacteria - 12; Metazoa - 130; Fungi - 28; Plants - 92; Viruses - 10; Other Eukaryotes - 56 (source: NCBI BLink). | chr1:29085881-29086579 FORWARD LENGTH=232,N.A.,crb:CARUB_v10020878mg
219,>AT1G77400.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF688 (InterPro:IPR007789); BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G21695.1); Has 328 Blast hits to 314 proteins in 61 species: Archae - 0; Bacteria - 12; Metazoa - 130; Fungi - 28; Plants - 92; Viruses - 10; Other Eukaryotes - 56 (source: NCBI BLink). | chr1:29085881-29086579 FORWARD LENGTH=232,N.A.,eus:EUTSA_v10019445mg
219,>AT1G77400.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF688 (InterPro:IPR007789); BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G21695.1); Has 328 Blast hits to 314 proteins in 61 species: Archae - 0; Bacteria - 12; Metazoa - 130; Fungi - 28; Plants - 92; Viruses - 10; Other Eukaryotes - 56 (source: NCBI BLink). | chr1:29085881-29086579 FORWARD LENGTH=232,N.A.,brp:103832190
219,>AT1G77400.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF688 (InterPro:IPR007789); BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G21695.1); Has 328 Blast hits to 314 proteins in 61 species: Archae - 0; Bacteria - 12; Metazoa - 130; Fungi - 28; Plants - 92; Viruses - 10; Other Eukaryotes - 56 (source: NCBI BLink). | chr1:29085881-29086579 FORWARD LENGTH=232,N.A.,brp:103853071
219,>AT1G77400.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF688 (InterPro:IPR007789); BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G21695.1); Has 328 Blast hits to 314 proteins in 61 species: Archae - 0; Bacteria - 12; Metazoa - 130; Fungi - 28; Plants - 92; Viruses - 10; Other Eukaryotes - 56 (source: NCBI BLink). | chr1:29085881-29086579 FORWARD LENGTH=232,N.A.,jcu:105638965
219,>AT1G77400.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF688 (InterPro:IPR007789); BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G21695.1); Has 328 Blast hits to 314 proteins in 61 species: Archae - 0; Bacteria - 12; Metazoa - 130; Fungi - 28; Plants - 92; Viruses - 10; Other Eukaryotes - 56 (source: NCBI BLink). | chr1:29085881-29086579 FORWARD LENGTH=232,N.A.,cic:CICLE_v10002610mg
219,>AT1G77400.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF688 (InterPro:IPR007789); BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G21695.1); Has 328 Blast hits to 314 proteins in 61 species: Archae - 0; Bacteria - 12; Metazoa - 130; Fungi - 28; Plants - 92; Viruses - 10; Other Eukaryotes - 56 (source: NCBI BLink). | chr1:29085881-29086579 FORWARD LENGTH=232,N.A.,cit:102615996
219,>AT1G77400.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF688 (InterPro:IPR007789); BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT1G21695.1); Has 328 Blast hits to 314 proteins in 61 species: Archae - 0; Bacteria - 12; Metazoa - 130; Fungi - 28; Plants - 92; Viruses - 10; Other Eukaryotes - 56 (source: NCBI BLink). | chr1:29085881-29086579 FORWARD LENGTH=232,N.A.,rcu:RCOM_0562950
220,>AT1G74860.1 | Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G19010.1); Has 210 Blast hits to 193 proteins in 61 species: Archae - 0; Bacteria - 9; Metazoa - 75; Fungi - 18; Plants - 58; Viruses - 1; Other Eukaryotes - 49 (source: NCBI BLink). | chr1:28123432-28125600 FORWARD LENGTH=400,N.A.,ath:AT1G74860
